"fy_ef","org_id","org_name","sobj_en","expenditures" 
2020,237,"Office of Infrastructure of Canada","Professional and special services",37930838.11
2020,237,"Office of Infrastructure of Canada","Rentals",2224377.37
2020,237,"Office of Infrastructure of Canada","Repair and maintenance",13447673.68
2020,237,"Office of Infrastructure of Canada","Utilities, materials and supplies",44419.30
2020,237,"Office of Infrastructure of Canada","Acquisition of land, buildings and works",11871643.40
2020,237,"Office of Infrastructure of Canada","Acquisition of machinery and equipment",1496702.30
2020,237,"Office of Infrastructure of Canada","Transfer payments",5300448253.13
2020,237,"Office of Infrastructure of Canada","Public debt charges",43462818.12
2020,237,"Office of Infrastructure of Canada","Other subsidies and payments",604591.50
2020,238,"Office of the Auditor General","Personnel",84021223.24
2020,238,"Office of the Auditor General","Transportation and communications",544304.64
2020,238,"Office of the Auditor General","Information",960348.40
2020,238,"Office of the Auditor General","Professional and special services",11543154.83
2020,238,"Office of the Auditor General","Rentals",1655918.68
2020,238,"Office of the Auditor General","Repair and maintenance",128256.94
2020,238,"Office of the Auditor General","Utilities, materials and supplies",160760.61
2020,238,"Office of the Auditor General","Acquisition of machinery and equipment",2178193.80
2020,238,"Office of the Auditor General","Other subsidies and payments",50318.45
2020,238,"Office of the Auditor General","External revenues",-1113774.69
2020,239,"Office of the Chief Electoral Officer","Personnel",110852599.13
2020,239,"Office of the Chief Electoral Officer","Transportation and communications",16135096.23
2020,239,"Office of the Chief Electoral Officer","Information",9413219.21
2020,239,"Office of the Chief Electoral Officer","Professional and special services",33378849.21
2020,239,"Office of the Chief Electoral Officer","Rentals",31694083.97
2020,239,"Office of the Chief Electoral Officer","Repair and maintenance",339643.15
2020,239,"Office of the Chief Electoral Officer","Utilities, materials and supplies",11905023.55
2020,239,"Office of the Chief Electoral Officer","Acquisition of land, buildings and works",553425.68
2020,239,"Office of the Chief Electoral Officer","Acquisition of machinery and equipment",6350370.99
2020,239,"Office of the Chief Electoral Officer","Transfer payments",-12099537.85
2020,239,"Office of the Chief Electoral Officer","Public debt charges",2885.51
2020,239,"Office of the Chief Electoral Officer","Other subsidies and payments",304502.01
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Personnel",603613163.30
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Transportation and communications",4849243.24
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Information",91745.12
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Professional and special services",12796007.94
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Rentals",240885.46
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Repair and maintenance",133410.90
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Utilities, materials and supplies",40337.05
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Acquisition of machinery and equipment",263785.06
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Other subsidies and payments",5128254.62
2020,240,"Office of the Commissioner for Federal Judicial Affairs","Internal revenues",-40200.00
2020,241,"Office of the Commissioner of Lobbying","Personnel",3553834.62
2020,241,"Office of the Commissioner of Lobbying","Transportation and communications",62259.90
2020,241,"Office of the Commissioner of Lobbying","Information",21766.41
2020,241,"Office of the Commissioner of Lobbying","Professional and special services",1144661.33
2020,241,"Office of the Commissioner of Lobbying","Rentals",39300.61
2020,241,"Office of the Commissioner of Lobbying","Repair and maintenance",31096.88
2020,241,"Office of the Commissioner of Lobbying","Utilities, materials and supplies",8183.11
2020,241,"Office of the Commissioner of Lobbying","Acquisition of machinery and equipment",21483.24
2020,241,"Office of the Commissioner of Lobbying","Other subsidies and payments",5791.83
2020,242,"Office of the Commissioner of Official Languages","Personnel",19518481.43
2020,242,"Office of the Commissioner of Official Languages","Transportation and communications",214712.30
2020,242,"Office of the Commissioner of Official Languages","Information",50473.17
2020,242,"Office of the Commissioner of Official Languages","Professional and special services",2189373.69
2020,242,"Office of the Commissioner of Official Languages","Rentals",214704.85
2020,242,"Office of the Commissioner of Official Languages","Repair and maintenance",90833.19
2020,242,"Office of the Commissioner of Official Languages","Utilities, materials and supplies",67535.09
2020,242,"Office of the Commissioner of Official Languages","Acquisition of land, buildings and works",6508.65
2020,242,"Office of the Commissioner of Official Languages","Acquisition of machinery and equipment",294666.50
2020,242,"Office of the Commissioner of Official Languages","Other subsidies and payments",15795.28
2020,244,"Office of the Intelligence Commissioner","Personnel",1072962.07
2020,244,"Office of the Intelligence Commissioner","Transportation and communications",15145.30
2020,244,"Office of the Intelligence Commissioner","Information",29565.17
2020,244,"Office of the Intelligence Commissioner","Professional and special services",566981.14
2020,244,"Office of the Intelligence Commissioner","Rentals",303095.61
2020,244,"Office of the Intelligence Commissioner","Repair and maintenance",86477.27
2020,244,"Office of the Intelligence Commissioner","Utilities, materials and supplies",20926.93
2020,244,"Office of the Intelligence Commissioner","Acquisition of machinery and equipment",70693.60
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Personnel",5871928.68
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Transportation and communications",40427.89
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Information",5666.94
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Professional and special services",673955.72
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Rentals",97394.11
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Repair and maintenance",290.00
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Utilities, materials and supplies",56980.30
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Acquisition of machinery and equipment",315122.41
2020,245,"Office of the Conflict of Interest and Ethics Commissioner","Other subsidies and payments",-686.70
